source1_entity_id	matched_entity_ids
S1-222790248	S3-809109208
S1-223166567	S2-918915091,S2-386943518,S3-461024874,S3-277122276,S3-470980091
S1-223404776	S2-104707989,S3-860262430,S3-532304714,S3-134062377,S3-487826712
S1-224096874	S2-57485716,S2-928114823,S2-710381516,S3-452777913
S1-224232599	S2-314791675,S3-346887974,S3-161671320,S3-783764522,S3-471919990
S1-224424402	S3-444261584
S1-224507173	S2-239001905,S3-81239856
S1-225015652	S2-315432336,S2-151952707,S3-378808623
S1-225738018	S3-221024319
S1-226090714	S2-38619156,S3-732345507,S3-796332798,S3-868321467
S1-226163817	S2-793213702,S2-26192982,S3-927390710,S3-167350066
S1-226182978	S2-619730277,S3-420132522
S1-226577000	S2-96377146,S2-120256320,S3-471406258,S3-286366713,S3-435104966,S3-50414644,S3-703747401
S1-226980027	S2-40706942,S3-297268275,S3-188608240
S1-227222958	S2-378127033,S3-158000931,S3-935325046
S1-227517182	S2-98487827,S2-789052051,S2-288562393,S3-294119502
S1-227764656	S2-968652756,S2-333187132,S2-148247766,S2-73502404,S3-578647571,S3-433755103
S1-227771883	S2-515165255,S2-78891451,S2-101399137,S3-398942599,S3-665571636
S1-227988433	S2-297195184,S3-489963499,S3-495927302,S3-365836036
S1-228084002	S2-205454087,S2-211496234,S3-226975583,S3-707030903
S1-228398068	S2-725697999,S3-841336357
S1-228653601	S2-328815826,S3-696916480,S3-355030069,S3-89100901,S3-433957485,S3-60044945
S1-228806910	
S1-228884127	
S1-229036658	S2-852127544,S2-250168979,S2-953857311,S3-340140608,S3-400410906
S1-229992726	S2-415697105,S3-620377273
S1-230308182	S2-432506550,S3-33708227,S3-769340752
S1-230557301	S2-840336258,S2-721193573,S2-748367563,S3-156242375,S3-963682778
S1-231098202	S3-132436099
S1-231527440	S2-407038317,S2-758018612,S3-204810001
S1-231998783	S2-672348767,S2-556847098,S2-191773765,S2-502644457,S3-332437882,S3-964210882
S1-23204173	S2-273826204,S2-570651829,S3-478122565,S3-13927832,S3-116744061,S3-139404511
S1-232165664	S2-894591666,S2-143650423,S3-519019752,S3-717399507,S3-458119639
S1-233007363	S2-989942045,S2-562420269,S3-449936632
S1-233025802	S2-453444842,S2-702747240,S2-548774345,S3-844027210
S1-233112957	S2-122876908,S3-660962904
S1-233316635	S2-628597238,S2-769385729,S3-532157697,S3-295896909
S1-23347444	S2-918682208,S2-18963029,S3-115477799
S1-233578344	S2-312914942,S3-814533832,S3-954198404
S1-233590245	S2-109169405,S2-592705527,S3-625054334
S1-233708496	S2-805235797,S3-707967031
S1-23379815	S2-65738138,S2-535897578,S3-512269991,S3-607852237,S3-355006769
S1-233822786	S2-430525634,S2-526138420,S3-924532861,S3-772921451,S3-458756383
S1-234073732	S2-45300190,S2-724384288,S2-884374027,S2-458690814,S3-794644611
S1-234478198	S2-116944637,S2-902268239,S3-198020998
S1-236048105	S2-263787016,S2-796081032,S3-136800035,S3-169137908
S1-236380353	S2-330418506,S3-79314478,S3-229147261
S1-236648665	S3-184458504,S3-843948895,S3-211012600,S3-633238425
S1-236871158	S2-935249725,S2-178632688,S3-703670196,S3-133705918
S1-236909503	S2-614955104,S3-234441977
S1-23697347	S2-395166999,S2-286513136,S2-20319600,S3-137266029,S3-897991685,S3-153965669
S1-237198889	S2-593342750,S2-25128708,S2-843021478,S3-712051680
S1-237349399	S3-727677120,S3-752350413,S3-5913767
S1-237539441	S3-709766062,S3-270619946
S1-237957646	S2-339607062,S2-753470837,S3-762987888
S1-239085040	S2-359364213,S2-757381363,S3-409847568,S3-546793705
S1-240637747	S2-153943935
S1-240670780	S2-658645938,S3-213202382
S1-240916563	S2-605185837,S2-260470505,S3-575933477
S1-24115094	S2-435892221,S2-31424651,S3-218732115
S1-241389619	S2-670119851,S2-201857567,S3-472806882,S3-486567268
S1-24195381	S2-672242056,S3-230301627
S1-242173296	S2-778410077,S2-205076604,S3-537176280,S3-256261594
S1-243237899	S2-114863267,S2-327416094,S3-743590709,S3-824467566,S3-768869180
S1-243418626	
S1-243732195	S2-118798004,S3-842214075
S1-243964430	S2-352204337
S1-24424354	S2-265988328,S2-817827446,S3-628495258,S3-862089762
S1-245023930	S2-129457197,S2-889619707,S2-83099065,S2-637111758,S3-345912159,S3-919954258
S1-245215825	S2-587350985
S1-245259144	S3-428975465,S3-112557276
S1-245358131	
S1-24539049	S3-978486583,S3-634937221
S1-246025488	S2-412801091,S3-85133569,S3-230537570
S1-246225268	S2-719794829,S3-272395505
S1-246283519	S2-211137462,S2-828706837,S3-332004269
S1-246355278	S2-79831208,S3-637923998,S3-905620378,S3-809286716,S3-989953
S1-246724659	S2-20094751,S3-594830662,S3-191571350
S1-247267200	S2-399323341,S2-515628895,S3-117967737,S3-28688511
S1-247273599	S3-840445600,S3-385403853,S3-90396954
S1-247284513	S2-213354246,S2-185907762,S3-748392598
S1-247532095	S2-43185739,S2-520803507,S2-764256076,S3-997227833,S3-160960490,S3-324556510
S1-248050840	S2-114270776,S2-849630112,S3-232328968
S1-248161353	S2-599700381,S2-109825473,S3-632105150,S3-886273758,S3-926555529
S1-248568460	S2-936841398,S3-835328659
S1-24892513	S3-470811997
S1-250070625	S2-977759409,S3-878543151,S3-520298562,S3-789143446
S1-250810347	S2-595844832,S2-316942619,S3-671251635,S3-8459068
S1-251057654	S3-902123532,S3-518071932
S1-251242475	S3-199758733
S1-251458621	S2-825906373,S3-674546790
S1-251644083	S2-64452232,S3-930263670,S3-464544245
S1-251815069	S3-345226477,S3-124981948,S3-716716240,S3-703095638,S3-951571738
S1-251910741	S2-930977422,S3-830309493
S1-252570434	S2-997838077,S3-788042948,S3-780395818
S1-252757889	S2-700910207,S2-689303943,S3-869192648,S3-803178377
S1-252968531	S2-17629671,S2-989446757,S3-748038715
S1-253063520	S2-161427919,S2-834197815,S2-514469485,S3-942991938,S3-10984029
S1-253227957	S2-801647785,S3-635356810,S3-335967923
S1-25495248	
S1-255217115	S2-798805961,S2-708269998,S2-276744196,S3-505263408,S3-530772058,S3-662542111
S1-255452144	S2-596846096,S2-795118962,S3-419907584,S3-757144980
S1-255499373	S2-530795636,S2-885649228,S2-932707839
S1-255555674	S2-479065796,S2-582517184,S3-56110232,S3-245465421,S3-971048417
S1-255644168	S2-504886282,S2-3516093,S2-675715244,S2-239936208,S3-595849156,S3-76784779
S1-255766183	S2-419996429,S3-950856337,S3-310404933,S3-961132561
S1-25645575	S2-388548021,S2-274484233,S3-237742944,S3-384057145
S1-256473352	S2-945977726,S2-299767486,S3-756872425,S3-696343967
S1-25666003	S3-217048423,S3-560461891
S1-256667363	S2-660025296,S2-861966993,S3-514111912,S3-561573408
S1-256795949	S2-546349204,S3-298359339
S1-257007466	S3-676823934
S1-257911549	S2-322663727,S2-335083620,S3-817926120,S3-110564350,S3-792214036
S1-258060279	S3-183426289,S3-643716368
S1-258356187	S2-369824596,S2-706906301
S1-258608264	S2-147351634,S3-227155621,S3-99318454
S1-258969920	S2-796352072,S2-359037077,S3-240757396,S3-752472641,S3-354457674,S3-989821180
S1-25922331	S2-239236632,S2-971942525,S2-261106760,S2-950995604,S2-678260387,S3-858280535,S3-590496459
S1-259613196	S2-250590963,S3-177652536,S3-503647469,S3-506512805,S3-83433391
S1-259620754	S2-923400156,S2-622124481,S2-418151432,S3-323748130,S3-533927774,S3-723941639,S3-574856367
S1-259687087	S2-894053990,S2-906942728,S2-748418314,S3-765432043,S3-969460734
S1-259841007	S2-65362385,S2-481366303,S3-207447074,S3-372778420
S1-260162043	S2-934473249,S2-280260703,S3-491205627,S3-847787903,S3-709434136,S3-325906196,S3-832411235
S1-260171466	S2-410785330,S3-563409449,S3-35529413,S3-445602796
S1-260261988	S2-945576273,S3-464368280,S3-121979776,S3-457916243
S1-260309710	S2-636677467,S2-750548774,S3-273123074
S1-261169281	S2-927345730,S2-170426853,S2-76198865,S3-773417879
S1-261506576	S2-462826352,S3-271256399,S3-60915635
S1-261599095	S2-982074734,S2-213848210
S1-26257270	S2-902564552,S2-607322546,S3-211210772,S3-360227409
S1-262613671	S2-45601642,S3-923444043
S1-26328906	S2-588546731,S3-830159945
S1-263545313	S2-209802148,S2-466354707,S2-850215448,S3-452596996,S3-469240398
S1-263753520	S2-171637668,S3-119522484,S3-334931219
S1-264272851	S2-133347548,S2-604943557,S3-345338933
S1-264626712	S2-468481302,S2-719601946,S3-353641299,S3-673504143,S3-878470354
S1-26469428	S2-931714381,S3-620558974,S3-47785665,S3-91408312,S3-252169044
S1-264869509	S2-260819641,S3-582236949,S3-265259148,S3-773294505
S1-26511140	S2-998229517,S3-388325830,S3-631645277
S1-265528835	S2-174658535,S3-87612137,S3-451736640,S3-680331504
S1-265707414	
S1-266878753	S2-600176914,S2-750032259,S3-113868853
S1-267372211	S2-521753185,S3-532459164,S3-465842790
S1-267433852	S2-644002932,S2-489975561,S3-786365418
S1-268581045	S2-211106281,S3-109505025,S3-610446810,S3-564056798,S3-701012115,S3-552160210
S1-268651992	
S1-268699253	S2-968059846,S3-875896478,S3-751501010
S1-268709477	S2-876606034,S2-651843716,S3-346824940,S3-850630297,S3-513916505
S1-268721187	S2-546992198,S2-934214932,S3-898470442,S3-694882763,S3-638697571,S3-702746744
S1-26895703	S3-160266941,S3-783412388,S3-265226738
S1-268959255	S3-214991017,S3-377949029,S3-171630642
S1-26969687	S2-301730435,S3-768176433,S3-449345466
S1-269770838	S2-166871057,S2-937303585,S3-24573458,S3-19801856
S1-269898915	S2-149235366,S3-955761869,S3-645089329,S3-192723724
S1-270462238	S2-169361848,S2-906997898,S3-375326641
S1-270587511	S2-14411898,S2-821431553,S3-19954425,S3-148952273
S1-270643653	S2-579322369,S2-818051125,S2-389429882,S2-989572336,S3-380996309
S1-270886539	
S1-271048276	S2-534918266,S2-622299048,S3-617363362,S3-215179569,S3-630368857
S1-271049848	S3-915377057
S1-27176332	S2-698887947,S2-718318568,S2-723448267,S3-772527730,S3-998743421,S3-937095666
S1-271817074	S2-7470083,S3-354287361,S3-570259660,S3-125997147
S1-272254334	S2-806245277,S3-649403553,S3-107362621
S1-272384681	S2-552455873,S2-139165286,S3-294708759,S3-400716514
S1-273971652	S2-569957444,S2-907820272,S2-480194426,S3-798864580,S3-578634463
S1-274659648	S2-772983988,S2-778291045,S3-218749853,S3-2537869,S3-211856633,S3-304749447,S3-173727206
S1-275002421	S3-793026370,S3-264528735
S1-277675102	S2-427765753,S3-78423873
S1-277743177	S2-594873304,S3-217533456,S3-961848194,S3-714974839
S1-277796692	S2-783812745,S3-285396785,S3-282301003,S3-931387448
S1-278132753	S2-583307475,S2-202836803,S3-761297562,S3-875649930
S1-27817521	S2-260663222,S3-964848226,S3-271744300
S1-278907918	S2-541187171,S2-267732908,S2-151818859,S2-752927729,S2-386282961,S3-416703740,S3-697563812
S1-279142402	S2-127168212,S3-132367997,S3-554751031
S1-279297066	S2-714351405,S2-476336867,S3-168338756
S1-279900868	S2-357684907,S2-276548848,S3-934312947
S1-280570359	S2-28842278
S1-281408668	S2-23692283,S2-8708548,S3-512340800,S3-417634278
S1-281569207	S2-158818962,S2-781447259,S2-461693500,S3-975921478,S3-416342971
S1-283749539	S2-462816573,S3-144033207,S3-864442786,S3-663339747
S1-283806184	S3-850721431,S3-38134376
S1-284185233	S2-823495924,S3-939590212
S1-284216091	S2-110208719,S2-13751944,S2-197099886,S3-186774101
S1-284357691	S2-224914982,S2-957678779,S3-236267356,S3-908962293
S1-284516393	S2-266197882,S2-249455107,S2-101145583,S2-17380666,S3-213234540,S3-710903268
S1-284559871	S2-821171431,S2-386125843,S3-72781804,S3-765571060
S1-284747519	S2-719661590,S3-733982654
S1-285097507	S2-650023664,S3-522727954,S3-770199340,S3-891366228
S1-285325876	S2-535397462,S3-14135513,S3-577675069
S1-285451793	S2-441216250,S2-152166487,S3-120585447,S3-799729676
S1-28578244	S2-77583624,S3-687143551
S1-285936990	
S1-286101444	S2-478435478,S2-79917819,S2-982780815,S3-800957565
S1-286272499	S2-462454521,S3-853588158,S3-849106285
S1-287054505	S2-387835753,S2-645081203,S3-581173831,S3-86015745,S3-358798455
S1-287698956	S2-38968009,S3-155948552
S1-288143358	S2-754934483,S2-392636252,S2-839876436,S3-52298530,S3-572966455,S3-846912110,S3-274927598,S3-382909824
S1-288282737	S2-442291403,S3-76050749,S3-180530441
S1-288786162	S2-244746627,S2-910082736,S3-974285783,S3-702810893
S1-288950673	S2-379229740,S2-196811028,S3-565723389
S1-290452420	S2-686458437,S2-77666247,S3-692098996,S3-931117544
S1-29108056	
S1-291109440	S2-794460251
S1-291316802	S2-605950832,S2-329380478,S3-278198336,S3-616343503,S3-536493908
S1-291421724	S2-801756905,S3-262315135
S1-291654549	S2-454835742,S3-90360043
S1-291831548	S2-169993054,S3-773765035
S1-291922534	S2-745482202,S2-594008761
S1-292161838	
S1-292267545	S2-507795851,S2-81795981,S2-913364073,S3-749559295
S1-292333888	S2-755858567,S3-389542709,S3-911464482,S3-167690186
S1-292425300	S2-836034718,S2-801291548,S3-19838357,S3-956217441
S1-292684571	S2-76303055,S2-627958031
S1-292741345	S2-714694801,S2-793380952,S3-157615679
S1-293269519	S2-365550961,S3-139115636
S1-29349535	S3-592390368
S1-293970681	S2-933710746,S3-379233957
S1-294048548	S2-594454926,S2-456656509,S2-268865748,S2-747331183,S3-951165162,S3-768211622,S3-758946484
S1-294128479	S2-740342349,S2-546502538,S2-451707263,S3-586179545,S3-538991460
S1-294256612	S2-782152405,S3-25382976
S1-294321565	S2-229819698,S3-837548855,S3-805614339
S1-294500958	S2-471418271,S2-349224392,S3-111330943
S1-294675541	S2-492323667,S2-609497404,S2-799932242,S3-407676062,S3-820379693,S3-699404519
S1-295068151	S2-791026639,S2-139806471,S3-847283819,S3-971388227
S1-295295975	S2-552987042,S2-529370845,S2-146779545,S2-774939201,S3-285246752,S3-924544429
S1-295434714	S2-85781140,S3-692037198,S3-324635697,S3-668741869,S3-890194276
S1-296015030	S2-762867084,S3-469916613
S1-296223975	S2-505472362,S3-220088124,S3-762122381,S3-688654283
S1-296237987	S2-153307795,S2-116503479,S2-641484158,S3-811620250,S3-739124653
S1-296275047	S3-775937311
S1-296416408	S2-127106558,S2-147922412,S3-188551640,S3-588175833,S3-481168873,S3-562025620
S1-29673951	S2-261109256,S2-792828691,S2-656029966,S3-245289873,S3-816541575
S1-296741919	S2-880626420,S2-332926173,S3-818449256,S3-360882189
S1-297066241	S2-239490728,S2-361196328,S3-694476250
S1-298578196	S2-895593447,S2-11544163,S3-76514670,S3-970265969
S1-29880047	S2-512569908,S3-14527076
S1-299748202	S2-525249842,S2-436844992,S3-159636646,S3-530397638,S3-865555337,S3-848526598
S1-300005414	S3-538065866,S3-89162576,S3-449026397
S1-300292914	S2-695837826,S2-206995238,S2-941519832,S3-855043139,S3-815130888
S1-300337615	S2-641617171,S2-134438973,S3-986878478,S3-496121133,S3-926774456
S1-300703873	S2-245819314,S2-417953899,S2-136004507,S2-70655200,S2-784446477,S3-578122262
S1-30076236	S2-96911602,S2-495486053,S3-181262122,S3-987535403
S1-300818091	S2-123661263,S2-691485157,S3-551343615,S3-33926272
S1-300869734	S2-971544031,S2-439844706,S2-692950296,S3-351681685
S1-300912906	S2-368760782,S3-238164062,S3-789361783
S1-301092232	S3-227915658,S3-411622013
S1-301149309	S2-892028152,S2-479284940,S3-910381537
S1-302247650	S2-640267097,S3-739689314,S3-289282855
S1-302460878	S2-606478303,S2-474866215,S3-153042506,S3-206803247,S3-298197253
S1-302558001	S2-621960749,S2-221689670,S3-451208408
S1-303213003	S2-936287283,S2-992350911,S2-800084063,S3-60794510,S3-896404476
S1-303388340	S2-671626097,S2-764078185,S3-873680098,S3-250791773
S1-303431879	S2-987682612,S3-279742168
S1-303638435	S2-665865187,S2-94415499,S3-727431276
S1-303689924	S2-361334241,S3-86953762
S1-304692609	S2-987905400,S3-405661587,S3-506126508
S1-305556231	S2-135905825,S2-871085256,S3-426349350
S1-305879453	S2-108267226,S2-66759591,S3-892157732
S1-306666043	S2-273451963,S2-283551641,S3-992328886,S3-961079714,S3-486814370,S3-388623498
S1-306947086	S2-598193722,S2-316848382,S2-996643096,S2-173579125,S3-847153408
S1-30752064	S2-525997652,S3-347913674,S3-997789709
S1-307581912	S2-805252835,S3-901277278,S3-8720081
S1-307661923	S2-858482414,S2-43330025,S2-817612910,S3-283153207
S1-308958530	S3-114646363,S3-273915655
S1-309650476	S2-67382386,S3-30423847,S3-697655500
S1-310278174	S2-147249259,S3-102277272
S1-310478083	S2-65814982,S2-319224436,S3-434669686,S3-954053529,S3-2425715
S1-310630315	S2-904402020,S3-916379142,S3-117131502,S3-243473927
S1-310826441	S2-832065749,S3-683844121,S3-607578506,S3-716742366,S3-747714877,S3-898047937
S1-310945402	S2-744716202,S2-380001137,S2-823958682,S3-6502413,S3-553830363
S1-311051134	S3-494150086,S3-746581894
S1-311387663	S2-76814973,S3-210520006,S3-325767450,S3-101847360
S1-311831862	S2-340516319,S2-839303760,S2-882215195,S3-332359208,S3-966709490,S3-588912200
S1-311937192	
S1-312379994	S2-321442233,S2-282731103,S2-100068944,S2-705889282,S2-897859049,S3-978501136,S3-324862192,S3-478913886
S1-312454031	S2-962247469,S2-113212578,S2-222812464,S2-460183190,S3-91225516,S3-705827597
S1-312454806	S2-739106848,S3-767697344,S3-308716108,S3-790991591
S1-312677351	S2-463523896,S2-211807217,S2-408994894,S3-420917708
S1-31271939	S2-168060268,S3-721303641,S3-342489506
S1-313448121	S3-159666196,S3-461845328,S3-830195342,S3-667053896
S1-313764026	S2-922613198,S2-462965693,S3-890823580
S1-314253341	S2-172340635,S3-595797173,S3-795201726
S1-314303471	S2-437566307,S2-193738575,S2-933509123,S2-678206277,S3-351567742,S3-162129103,S3-352394641
S1-314703917	S2-371021528,S2-732670864,S3-548438684
S1-31505100	S2-241349919,S2-518180138,S2-992285252,S3-321037673,S3-137936234,S3-640278991,S3-262063563
S1-315244635	S2-508510723,S3-41786908,S3-644184619
S1-315679803	S2-69086837,S2-583454017,S3-874374352
S1-315686019	S2-611044515,S3-488438283
S1-315840301	S3-960195966,S3-894206805,S3-587439452,S3-901442277
S1-316021079	S2-162024554,S3-354285826
S1-316507703	S2-905897637,S3-915808596
S1-317776099	S2-509580574,S3-876638792,S3-811718513,S3-421845319
S1-317992973	
S1-318096834	S2-285337739,S2-203511838
S1-318221358	S2-585922220,S3-820541370
S1-318683929	
S1-318739926	S2-252428801,S2-155148331,S3-489538660,S3-771333254,S3-373035268,S3-899963959
S1-318862606	S2-631485860,S3-708261179,S3-747398297
S1-318944374	S2-988216360,S2-131707466,S3-460633555,S3-866654388
S1-319105003	S2-864017633,S2-213115884,S3-68053067,S3-134940450,S3-813233330
S1-319998043	S2-194741763,S3-152654301,S3-120821165
S1-320133494	S2-299739866,S3-735994693,S3-169074849,S3-702293784
S1-320151505	S2-230628758,S2-951553277,S3-975397820
S1-320209096	S2-942505262,S2-498172900,S3-632642881,S3-903422293
S1-320454471	S2-130880679,S3-297757160,S3-489859587,S3-646994827
S1-320583870	S2-630400131,S2-548949805,S3-788033697
S1-320620476	S2-773162096,S2-86984730,S2-728269425,S3-771925293,S3-185622081
S1-320670331	S2-585489904,S2-414548667,S2-804555267,S3-802752740,S3-164461247
S1-321285349	S2-350464129,S2-603216500,S3-688376926,S3-480765401
S1-321306005	S2-825693098,S3-749042616,S3-143985594
S1-3214632	
S1-321494836	S2-353998289,S2-689090268,S2-625101544,S3-788820267
S1-321818285	S2-971391405,S2-125937692,S2-155464190,S2-221477896,S2-825953048,S3-276543174,S3-363043711,S3-890269573
S1-322066165	S2-634792347,S3-173543094,S3-274394925,S3-505045156,S3-546040219
S1-322655550	S3-192503740,S3-252624874
S1-322670554	S2-64693025,S2-308602208,S2-915707084,S3-266787162
S1-322870263	
S1-323520196	S2-603324206,S3-415178158
S1-323853106	S3-52377957
S1-324694091	S2-93908298,S2-684254216,S2-793303577,S3-516495615,S3-616796602,S3-204171770
S1-324704727	S2-593580304,S2-4097610,S2-986623822,S2-870032531,S3-829364176,S3-843618513
S1-325243184	S2-675073155,S2-146198659,S3-479972241
S1-32551850	S3-615355244
S1-326265989	S2-462774938,S2-245725310,S2-183656184,S3-158096574
S1-326794764	S2-659220721,S3-155268729
S1-326937840	S2-937371555,S2-366468837,S2-64365150,S3-808498128
S1-327066467	S2-790247726,S3-322386930,S3-799716154
S1-327077722	S2-819214411,S3-471444406,S3-740905925
S1-327510317	S2-365864753,S2-660397628,S3-601905154,S3-262469207
S1-327962609	
S1-328828277	S2-571164874,S2-350086796,S3-761215046,S3-304478476
S1-328833833	S2-416316,S2-40404573,S2-343400095,S3-413294408,S3-571823862,S3-507987961
S1-328875820	S2-326520804,S2-831772790,S2-663383586,S2-83298080,S3-390924743
S1-329026161	S2-80967361,S3-158077522,S3-396521727,S3-28962331
S1-329132834	S2-211614940,S2-404651185,S3-692583820,S3-325721980
S1-329138290	S2-288854294,S3-742474965
S1-330042716	S2-513539427,S3-965071737,S3-648863690
S1-330427971	S3-677085216,S3-285481739
S1-330645946	S2-608057125,S2-621372521,S3-120498859,S3-646191992
S1-330704463	S2-441743802,S2-689524589,S3-75445050,S3-574257263
S1-330878120	S2-307124061,S2-598244045
S1-33110448	S2-942723966,S3-14707277,S3-670374264,S3-751294679
S1-331488652	S2-59566249,S2-966551526,S3-149535932
S1-331714707	S2-647840742,S2-853756024,S2-935213094,S2-444646415
S1-331873768	S3-355618840,S3-281429709
S1-33315303	S2-730066871,S3-344169205
S1-333262606	S2-703015865,S2-700507319,S3-725275016
S1-333384059	S2-348645634,S3-127733918,S3-783505503
S1-33429719	S2-842577883,S3-821395373,S3-485544133,S3-533726647
S1-334373405	S2-857209130,S2-65627214,S3-355530730
S1-334733674	S2-469255368,S3-882433048
S1-334800733	S2-592854058,S3-965499963,S3-571794330
S1-335301031	S2-448236984,S2-211145788,S3-794706278,S3-693616346
S1-33537044	S2-703571182,S2-439782541,S3-96795992
S1-335569976	S2-287913620,S2-534558740,S3-430713354,S3-816903734,S3-821934099
S1-335985576	S2-618176597,S3-561559677,S3-219701242
S1-336044801	S2-152074753,S3-237226075
S1-336713437	S2-680507036,S2-444713926,S3-460725413,S3-433049048,S3-785285082
S1-337417350	S2-522587500,S2-47363985,S3-81459054,S3-274470992,S3-695814423,S3-13093145,S3-258664380,S3-944785870
S1-337537721	S2-151553545,S2-240650419,S3-858790869
S1-337644278	S2-746510597,S3-48924651
S1-338339821	S2-729319141,S3-169946918,S3-291078322
S1-338748376	S2-938134046,S2-365521004,S3-40671721,S3-19685252
S1-338864090	S3-292215346,S3-879563953,S3-615640829
S1-338877097	S2-303369905,S3-424348541
S1-339725837	S2-79761072,S2-876042243,S3-854461449,S3-895992039
S1-33984562	S2-858316339,S3-688680940,S3-874541953,S3-128384129,S3-851328079
S1-340323269	S3-545869643,S3-610298893,S3-810645775,S3-952685370
S1-340781155	S2-389438141,S2-247010165,S3-871710005,S3-611301831
S1-34081350	S2-635656666,S2-19031834,S2-901532309,S2-939750325,S3-800508294
S1-341475409	S2-416266384,S3-179745767,S3-243721076,S3-589832210,S3-425002410,S3-905149744
S1-341545488	S2-934400868,S2-224927951,S2-124600273,S2-961947,S3-78269404,S3-909176069
S1-341564472	S2-907636929,S3-716551395,S3-143931248
S1-341638714	S2-880155724,S3-749185961,S3-343938408,S3-157148638
S1-341726181	S2-762719020,S3-784562211,S3-884994534
S1-34181833	S3-244796689
S1-341892772	S2-211526233,S2-947213702,S3-400831177,S3-260079429,S3-892701413
S1-342223702	S2-912995593,S2-674769801,S2-601304093
S1-342344172	S2-130834849,S3-159112003
S1-342750841	S2-498105879,S2-778643640,S3-561972533
S1-342807694	S3-808732887
S1-343226247	S2-946214768,S2-184196058,S2-780696801,S3-463772652,S3-538597075
S1-343340671	S2-659078314,S2-355136487,S2-514131258,S3-134805820
S1-343753883	S2-864258832,S3-815974584,S3-806781586
S1-343891447	S2-689434556,S2-18073361,S3-582810686,S3-434947206,S3-811804958
S1-344152319	S2-25350937,S3-613342865,S3-952342593
S1-344381735	S2-530607683
S1-345259097	S3-86801692,S3-195094009,S3-716007185
S1-345521170	S2-577259402,S3-796822216,S3-281120443,S3-630004786,S3-524548311,S3-918101954
S1-345575972	S2-93453226,S3-245246195
S1-34586594	S2-552606873,S2-193258958,S3-993102003,S3-533371276
S1-345875957	S2-918897565,S3-985484965,S3-238038753,S3-853945010
S1-34603018	S3-438405137,S3-162199234
S1-346681735	S2-421049955,S2-370056126
S1-347000383	S2-389980705,S3-738674810,S3-804323871,S3-311691124
S1-34703985	S2-406825588,S2-259476734,S2-668519172,S3-415577310,S3-781312709,S3-189780697
S1-347383673	S2-730693848,S2-530281151,S2-802821445,S3-126059605,S3-933095389,S3-94316263
S1-347452328	S2-639848536
S1-34781644	S2-265332908,S2-248408042,S3-649265007,S3-815295001,S3-47904056,S3-238816620
S1-348343236	S2-241167772,S2-23019578,S3-929553399,S3-681970195,S3-795277282
S1-348424826	S2-925749503,S2-774960077,S2-166639338,S2-303285797,S3-188114856,S3-362607927,S3-45154827,S3-378483040,S3-197888194
S1-348459651	S3-471036686,S3-609713746,S3-95350927
S1-349550100	S2-695711560,S2-521365226,S3-696360594
S1-349763244	S3-832506712,S3-345730243,S3-521973574,S3-228324036,S3-856488537
S1-350132104	S2-869187353,S2-907378021,S2-955721512,S3-68924249,S3-502891710
S1-350243012	S2-257287297,S3-893741992,S3-540593284
S1-350850589	S3-674789301,S3-529821241
S1-350911260	S2-743000090,S3-46344383
S1-35091896	S2-705834840,S2-941352668,S3-351304374
S1-351093285	S2-670587577,S2-653026364,S3-34847135
S1-351106191	S2-131275777,S3-416693816
S1-351397229	S2-960730056,S3-133689594,S3-372769834,S3-660103955,S3-649177624
S1-352050814	S2-506595509,S2-307399932,S2-132774066,S3-87684848
S1-352234396	S2-67484817,S2-372367990,S2-511669179,S2-391163477,S3-627896862,S3-947376945
S1-353411751	S3-823764893
S1-35357200	S2-427933781,S3-687650267,S3-721462680
S1-354074844	S2-422262505,S2-592265228,S2-615044634,S3-648472711,S3-360300667,S3-935470630
S1-354565193	S2-638649367,S2-700041819,S3-838920298,S3-579748778,S3-663383336
S1-354580627	S2-954123972,S3-483232206
S1-354973856	S2-878558335,S2-28899836
S1-355236049	S2-983479632,S2-266937,S2-904751962,S2-657316690,S3-685504745,S3-767292440
S1-355343805	
S1-355671854	S2-23467153,S2-552884076,S2-627938324,S2-869381573,S3-695738325,S3-38134731,S3-297422828,S3-636763899
S1-356272103	S2-306492852,S2-158782343,S3-887173981
S1-356575341	S2-898748309,S3-194611471,S3-121040654
S1-356842693	S2-774562917,S3-954262620
S1-356968386	S2-649333859,S2-721837129,S2-748307777,S3-612363361
S1-357295155	S3-287910045
S1-357792520	S3-603127864,S3-529253577,S3-114668581,S3-498899707
S1-358500669	S2-391870916,S2-715804224,S2-37824669,S3-214125577
S1-35908111	S2-392006261,S3-809113811,S3-272846089,S3-76647500
S1-359389192	S2-292514192,S2-179137984,S3-745065773
S1-359440945	S2-683352932,S2-940771150,S3-75226047,S3-137202105,S3-20852064
S1-359892659	S2-292005787,S2-21058226,S3-222732190
S1-359931067	S2-768618180,S2-493737057,S2-539185150,S3-197923160
S1-360503863	S3-358711159,S3-124216815,S3-245459673,S3-697099534
S1-360834742	S2-861203099,S2-503908074,S3-341145792,S3-538731244
S1-360877297	S2-418968185,S2-9454718,S3-332824886,S3-628056015
S1-361048423	S2-831169888,S2-506731445,S3-502448593
S1-361278004	S2-180872792,S2-363218104,S3-556976842
S1-361301675	S2-992163939,S2-198225844,S3-260535121,S3-475329580,S3-601629850,S3-197833285
S1-361859792	S2-573726039,S2-810585553,S3-938952505,S3-45324372,S3-135249363
